hr,rr,stress,time,real_time
hr,rr,stress,time,real_time
72,"[0.868, 0.816]",0,00:19:22,00:15:56
72,[0.836],0,00:19:23,00:15:57
72,[0.932],0,00:19:24,00:15:58
71,[0.908],0,00:19:25,00:15:59
71,[0.852],0,00:19:26,00:16:00
70,[0.904],0,00:19:27,00:16:01
70,[0.904],0,00:19:28,00:16:02
71,"[0.78, 0.712]",0,00:19:29,00:16:03
72,[0.652],0,00:19:30,00:16:03
74,"[0.68, 0.664]",0,00:19:31,00:16:04
75,[0.76],0,00:19:32,00:16:05
75,[0.784],0,00:19:33,00:16:06
75,"[0.788, 0.7]",0,00:19:34,00:16:07
76,[0.772],0,00:19:35,00:16:08
76,[0.736],0,00:19:36,00:16:09
77,"[0.712, 0.724]",0,00:19:37,00:16:10
78,[0.668],0,00:19:38,00:16:11
80,"[0.66, 0.648]",0,00:19:39,00:16:12
81,[0.648],0,00:19:40,00:16:13
83,"[0.624, 0.624]",0,00:19:41,00:16:14
84,[0.724],0,00:19:42,00:16:15
84,"[0.884, 0.748]",0,00:19:43,00:16:16
83,[0.812],0,00:19:44,00:16:17
83,[0.736],0,00:19:45,00:16:18
83,"[0.688, 0.688]",0,00:19:46,00:16:19
84,[0.656],0,00:19:47,00:16:20
85,"[0.636, 0.616]",0,00:19:48,00:16:21
86,[0.656],0,00:19:49,00:16:22
86,"[0.744, 0.696]",0,00:19:50,00:16:23
86,[0.668],0,00:19:51,00:16:24
87,"[0.644, 0.66]",0,00:19:52,00:16:25
88,[0.64],0,00:19:53,00:16:26
87,"[0.696, 0.656]",0,00:19:54,00:16:27
88,[0.636],0,00:19:55,00:16:28
89,"[0.624, 0.648]",0,00:19:56,00:16:29
89,[0.688],0,00:19:57,00:16:30
89,"[0.684, 0.68]",0,00:19:58,00:16:31
88,[0.74],0,00:19:59,00:16:32
87,[0.8],0,00:20:00,00:16:33
86,"[0.76, 0.696]",0,00:20:01,00:16:34
87,[0.648],0,00:20:02,00:16:35
87,"[0.62, 0.604]",0,00:20:03,00:16:36
89,"[0.6, 0.608]",0,00:20:04,00:16:37
89,[0.656],0,00:20:05,00:16:38
89,[0.7],0,00:20:06,00:16:39
89,[0.864],0,00:20:07,00:16:40
88,[0.88],0,00:20:08,00:16:42
87,"[0.908, 0.828]",0,00:20:09,00:16:43
86,[0.74],0,00:20:10,00:16:44
86,"[0.656, 0.68]",0,00:20:11,00:16:45
86,[0.676],0,00:20:12,00:16:46
86,[0.788],0,00:20:13,00:16:47
86,[0.976],0,00:20:14,00:16:48
85,[1.012],0,00:20:15,00:16:49
84,"[0.836, 0.804]",0,00:20:16,00:16:50
83,[0.736],0,00:20:17,00:16:51
83,"[0.716, 0.668]",0,00:20:18,00:16:52
83,[0.628],0,00:20:19,00:16:53
84,"[0.612, 0.68]",0,00:20:20,00:16:53
84,[1.044],0,00:20:21,00:16:54
85,[0.88],0,00:20:22,00:16:55
85,[0.956],0,00:20:23,00:16:56
84,[0.96],0,00:20:24,00:16:57
83,[0.928],0,00:20:25,00:16:58
81,[0.848],0,00:20:26,00:16:59
80,"[0.696, 0.652]",0,00:20:27,00:17:00
80,[0.668],0,00:20:28,00:17:01
79,[0.796],0,00:20:29,00:17:02
79,[0.856],0,00:20:30,00:17:03
78,"[0.804, 0.88]",0,00:20:31,00:17:04
77,[0.92],0,00:20:32,00:17:05
76,[0.86],0,00:20:33,00:17:06
76,[0.76],0,00:20:34,00:17:07
77,"[0.708, 0.672]",0,00:20:35,00:17:08
78,[0.652],0,00:20:36,00:17:09
80,"[0.62, 0.6]",0,00:20:37,00:17:10
82,"[0.584, 0.6]",0,00:20:38,00:17:11
84,[0.688],0,00:20:40,00:17:13
85,"[0.748, 0.712]",0,00:20:40,00:17:13
86,[0.676],0,00:20:41,00:17:14
86,"[0.62, 0.692]",0,00:20:42,00:17:15
87,[0.684],0,00:20:43,00:17:16
87,"[0.648, 0.648]",0,00:20:44,00:17:17
88,[0.668],0,00:20:45,00:17:18
88,"[0.664, 0.644]",0,00:20:46,00:17:19
89,[0.64],0,00:20:47,00:17:20
89,"[0.664, 0.696]",0,00:20:48,00:17:21
89,[0.664],0,00:20:49,00:17:22
88,[0.736],0,00:20:50,00:17:23
88,"[0.724, 0.708]",0,00:20:51,00:17:24
87,[0.704],0,00:20:52,00:17:25
87,"[0.724, 0.672]",0,00:20:53,00:17:26
87,[0.672],0,00:20:54,00:17:27
88,"[0.66, 0.72]",0,00:20:55,00:17:28
87,[0.66],0,00:20:56,00:17:29
88,[0.676],0,00:20:57,00:17:31
88,"[0.696, 0.684]",0,00:20:58,00:17:32
88,"[0.652, 0.64]",0,00:20:59,00:17:33
88,[0.664],0,00:21:00,00:17:34
88,[0.724],0,00:21:01,00:17:35
88,"[0.688, 0.672]",0,00:21:02,00:17:36
88,[0.66],0,00:21:03,00:17:37
88,"[0.696, 0.668]",0,00:21:04,00:17:38
88,[0.664],0,00:21:05,00:17:39
88,"[0.724, 0.72]",0,00:21:06,00:17:40
87,[0.688],0,00:21:07,00:17:41
88,"[0.664, 0.62]",0,00:21:08,00:17:42
89,"[0.592, 0.604]",0,00:21:09,00:17:43
90,[0.632],0,00:21:10,00:17:43
90,"[0.66, 0.7]",0,00:21:11,00:17:44
90,[0.68],0,00:21:12,00:17:45
89,"[0.704, 0.636]",0,00:21:13,00:17:46
90,[0.6],0,00:21:14,00:17:47
91,"[0.588, 0.6]",0,00:21:15,00:17:48
92,"[0.628, 0.62]",0,00:21:16,00:17:49
93,[0.632],0,00:21:17,00:17:50
93,"[0.668, 0.688]",0,00:21:18,00:17:51
92,[0.672],0,00:21:19,00:17:52
92,"[0.644, 0.6]",0,00:21:20,00:17:53
93,[0.592],0,00:21:21,00:17:54
93,"[0.632, 0.696]",0,00:21:22,00:17:55
93,[0.668],0,00:21:23,00:17:56
93,"[0.632, 0.624]",0,00:21:24,00:17:57
93,[0.756],0,00:21:25,00:17:58
93,[0.888],0,00:21:26,00:17:59
93,[0.856],0,00:21:27,00:18:00
92,"[0.768, 0.7]",0,00:21:28,00:18:01
91,[0.684],0,00:21:29,00:18:02
91,"[0.636, 0.62]",0,00:21:30,00:18:03
92,"[0.6, 0.58]",0,00:21:31,00:18:04
93,[0.588],0,00:21:32,00:18:05
93,"[0.656, 0.616]",0,00:21:33,00:18:06
94,[0.976],0,00:21:34,00:18:07
94,[0.932],0,00:21:35,00:18:08
94,[0.796],0,00:21:36,00:18:09
94,"[0.644, 0.62]",0,00:21:37,00:18:10
94,"[0.608, 0.616]",0,00:21:38,00:18:11
95,"[0.588, 0.576]",0,00:21:39,00:18:12
96,[0.556],0,00:21:40,00:18:13
97,"[0.568, 0.588]",0,00:21:41,00:18:14
98,"[0.572, 0.568]",0,00:21:42,00:18:15
99,"[0.544, 0.54]",0,00:21:43,00:18:16
101,[0.536],0,00:21:44,00:18:17
102,"[0.524, 0.524]",0,00:21:45,00:18:18
103,"[0.544, 0.568]",0,00:21:46,00:18:19
104,"[0.564, 0.54]",0,00:21:47,00:18:20
105,"[0.54, 0.536]",0,00:21:48,00:18:22
105,"[0.552, 0.564]",0,00:21:49,00:18:23
105,[0.756],0,00:21:50,00:18:24
105,[0.808],0,00:21:51,00:18:25
105,[0.84],0,00:21:52,00:18:26
104,"[0.812, 0.752]",0,00:21:53,00:18:27
102,[0.648],0,00:21:54,00:18:28
100,"[0.608, 0.592]",0,00:21:55,00:18:29
100,[0.616],0,00:21:56,00:18:30
99,"[0.716, 0.744]",0,00:21:57,00:18:31
97,[0.712],0,00:21:58,00:18:32
96,"[0.676, 0.6]",0,00:21:59,00:18:32
96,[0.584],0,00:22:00,00:18:33
96,"[0.596, 0.66]",0,00:22:01,00:18:34
96,[0.76],0,00:22:02,00:18:35
95,"[0.776, 0.652]",0,00:22:03,00:18:36
95,[0.604],0,00:22:04,00:18:37
95,"[0.576, 0.572]",0,00:22:05,00:18:38
96,"[0.548, 0.544]",0,00:22:06,00:18:39
98,"[0.536, 0.528]",0,00:22:07,00:18:40
100,"[0.516, 0.504]",0,00:22:08,00:18:41
102,"[0.496, 0.492]",0,00:22:09,00:18:42
105,"[0.484, 0.476]",0,00:22:10,00:18:43
107,"[0.476, 0.476]",0,00:22:11,00:18:44
110,"[0.468, 0.456]",0,00:22:12,00:18:45
113,"[0.452, 0.448, 0.444]",0,00:22:13,00:18:46
115,"[0.444, 0.44]",0,00:22:14,00:18:47
118,"[0.448, 0.444]",0,00:22:15,00:18:48
120,"[0.448, 0.448]",0,00:22:16,00:18:49
121,"[0.452, 0.48]",0,00:22:17,00:18:50
122,"[0.584, 0.7]",0,00:22:18,00:18:51
122,[0.724],0,00:22:19,00:18:52
121,[0.724],0,00:22:20,00:18:53
121,"[0.772, 0.824]",0,00:22:21,00:18:54
118,[0.82],0,00:22:22,00:18:55
115,[0.792],0,00:22:23,00:18:56
110,[0.764],0,00:22:24,00:18:57
106,"[0.748, 0.724]",0,00:22:25,00:18:58
104,[0.692],0,00:22:26,00:18:59
102,"[0.696, 0.7]",0,00:22:27,00:19:00
100,[0.672],0,00:22:28,00:19:01
99,"[0.628, 0.62]",0,00:22:29,00:19:02
98,[0.692],0,00:22:30,00:19:03
97,"[0.668, 0.716]",0,00:22:31,00:19:04
96,[0.66],0,00:22:32,00:19:05
96,"[0.612, 0.56]",0,00:22:33,00:19:06
97,"[0.544, 0.536]",0,00:22:34,00:19:07
98,[0.556],0,00:22:35,00:19:08
99,"[0.576, 0.624, 0.604]",0,00:22:36,00:19:09
99,[0.56],0,00:22:37,00:19:11
100,"[0.556, 0.544]",0,00:22:38,00:19:12
100,[0.6],0,00:22:39,00:19:13
100,[0.936],0,00:22:40,00:19:14
100,"[0.876, 0.808]",0,00:22:41,00:19:15
100,[0.716],0,00:22:42,00:19:16
99,"[0.632, 0.616]",0,00:22:43,00:19:17
99,[0.6],0,00:22:44,00:19:18
99,"[0.604, 0.6]",0,00:22:45,00:19:19
99,"[0.616, 0.636]",0,00:22:46,00:19:20
98,[0.628],0,00:22:48,00:19:21
98,"[0.656, 0.632]",0,00:22:48,00:19:22
97,[0.62],0,00:22:49,00:19:22
97,"[0.612, 0.648]",0,00:22:51,00:19:24
97,[0.664],0,00:22:51,00:19:24
96,"[0.672, 0.612]",0,00:22:53,00:19:26
96,"[0.612, 0.584]",0,00:22:53,00:19:26
97,[0.588],0,00:22:54,00:19:27
98,"[0.584, 0.592]",0,00:22:55,00:19:28
98,"[0.576, 0.584]",0,00:22:56,00:19:29
99,[0.584],0,00:22:57,00:19:30
100,"[0.556, 0.56]",0,00:22:58,00:19:31
101,"[0.54, 0.536]",0,00:22:59,00:19:32
102,"[0.544, 0.552]",0,00:23:00,00:19:33
103,"[0.56, 0.576]",0,00:23:01,00:19:34
103,[0.58],0,00:23:02,00:19:35
103,"[0.568, 0.56]",0,00:23:03,00:19:36
104,"[0.544, 0.556]",0,00:23:04,00:19:37
104,"[0.596, 0.6]",0,00:23:05,00:19:38
104,"[0.592, 0.564]",0,00:23:06,00:19:39
104,"[0.544, 0.528]",0,00:23:07,00:19:40
105,[0.52],0,00:23:08,00:19:41
106,"[0.604, 0.728]",0,00:23:09,00:19:42
107,[0.68],0,00:23:10,00:19:43
107,"[0.708, 0.688]",0,00:23:11,00:19:44
106,[0.68],0,00:23:12,00:19:45
104,"[0.644, 0.652]",0,00:23:13,00:19:46
103,[0.596],0,00:23:14,00:19:47
102,"[0.592, 0.596]",0,00:23:15,00:19:48
102,"[0.592, 0.572]",0,00:23:16,00:19:49
103,[0.576],0,00:23:17,00:19:50
102,"[0.616, 0.624]",0,00:23:18,00:19:51
102,"[0.612, 0.572]",0,00:23:19,00:19:52
102,[0.552],0,00:23:20,00:19:53
103,"[0.536, 0.528]",0,00:23:21,00:19:54
104,"[0.524, 0.548]",0,00:23:22,00:19:55
105,"[0.604, 0.608]",0,00:23:23,00:19:56
104,[0.584],0,00:23:24,00:19:57
105,"[0.552, 0.544]",0,00:23:25,00:19:58
106,"[0.524, 0.516]",0,00:23:26,00:19:59
107,"[0.516, 0.532]",0,00:23:27,00:20:01
107,"[0.576, 0.592]",0,00:23:28,00:20:02
107,"[0.552, 0.536]",0,00:23:29,00:20:03
107,"[0.52, 0.52]",0,00:23:30,00:20:04
108,[0.52],0,00:23:31,00:20:05
109,"[0.52, 0.528]",0,00:23:32,00:20:06
110,"[0.528, 0.528]",0,00:23:33,00:20:07
110,"[0.524, 0.524]",0,00:23:34,00:20:08
110,"[0.552, 0.584]",0,00:23:35,00:20:09
109,"[0.616, 0.568]",0,00:23:36,00:20:10
109,"[0.544, 0.52]",0,00:23:37,00:20:11
110,"[0.516, 0.508]",0,00:23:38,00:20:11
111,"[0.5, 0.496]",0,00:23:39,00:20:12
112,"[0.508, 0.58]",0,00:23:40,00:20:13
112,[0.62],0,00:23:41,00:20:14
112,"[0.592, 0.588]",0,00:23:42,00:20:15
111,"[0.552, 0.54]",0,00:23:43,00:20:16
111,[0.536],0,00:23:44,00:20:17
111,"[0.548, 0.624]",0,00:23:45,00:20:18
110,"[0.592, 0.58]",0,00:23:46,00:20:19
110,"[0.572, 0.548]",0,00:23:47,00:20:20
110,[0.536],0,00:23:48,00:20:21
110,"[0.536, 0.52]",0,00:23:49,00:20:22
111,"[0.516, 0.516]",0,00:23:50,00:20:23
111,"[0.52, 0.536]",0,00:23:51,00:20:24
112,"[0.516, 0.504]",0,00:23:52,00:20:25
113,"[0.5, 0.52]",0,00:23:53,00:20:26
113,"[0.532, 0.548]",0,00:23:54,00:20:27
112,"[0.576, 0.564]",0,00:23:55,00:20:28
111,[0.568],0,00:23:56,00:20:29
111,"[0.572, 0.616]",0,00:23:57,00:20:30
109,"[0.596, 0.572]",0,00:23:58,00:20:31
109,[0.564],0,00:23:59,00:20:32
109,"[0.556, 0.56]",0,00:24:00,00:20:33
109,"[0.532, 0.524]",0,00:24:01,00:20:34
109,"[0.52, 0.56]",0,00:24:02,00:20:35
109,"[0.572, 0.54]",0,00:24:03,00:20:36
109,"[0.516, 0.512]",0,00:24:04,00:20:37
110,"[0.516, 0.524]",0,00:24:05,00:20:38
111,"[0.532, 0.556]",0,00:24:06,00:20:39
110,[0.64],0,00:24:07,00:20:40
109,"[0.748, 0.684]",0,00:24:08,00:20:41
108,[0.744],0,00:24:09,00:20:42
107,"[0.672, 0.628]",0,00:24:10,00:20:43
105,[0.58],0,00:24:11,00:20:44
105,"[0.568, 0.564]",0,00:24:12,00:20:45
105,"[0.548, 0.528]",0,00:24:13,00:20:46
106,"[0.524, 0.52]",0,00:24:14,00:20:47
107,"[0.544, 0.596]",0,00:24:15,00:20:48
107,[0.648],0,00:24:16,00:20:49
106,"[0.66, 0.7]",0,00:24:17,00:20:51
105,[0.696],0,00:24:18,00:20:52
103,[0.708],0,00:24:19,00:20:53
101,"[0.652, 0.688]",0,00:24:20,00:20:54
100,[0.636],0,00:24:21,00:20:55
99,"[0.724, 0.72]",0,00:24:22,00:20:56
97,[0.784],0,00:24:23,00:20:57
95,[0.712],0,00:24:24,00:20:58
94,"[0.68, 0.604]",0,00:24:25,00:20:59
94,"[0.588, 0.576]",0,00:24:26,00:21:00
94,[0.604],0,00:24:27,00:21:00
95,"[0.596, 0.608]",0,00:24:28,00:21:01
95,[0.672],0,00:24:29,00:21:02
93,"[0.764, 0.7]",0,00:24:30,00:21:03
93,[0.628],0,00:24:31,00:21:04
93,"[0.62, 0.632]",0,00:24:32,00:21:05
93,"[0.664, 0.624]",0,00:24:33,00:21:06
94,"[0.608, 0.604]",0,00:24:34,00:21:07
94,[0.628],0,00:24:35,00:21:08
95,"[0.612, 0.572]",0,00:24:36,00:21:09
97,"[0.564, 0.556]",0,00:24:37,00:21:10
98,[0.556],0,00:24:38,00:21:11
98,"[0.572, 0.616]",0,00:24:39,00:21:12
99,"[0.6, 0.572]",0,00:24:40,00:21:13
100,"[0.568, 0.56]",0,00:24:41,00:21:14
100,[0.58],0,00:24:42,00:21:15
101,"[0.572, 0.54]",0,00:24:43,00:21:16
103,"[0.532, 0.52]",0,00:24:44,00:21:17
104,"[0.516, 0.536]",0,00:24:45,00:21:18
104,[0.572],0,00:24:46,00:21:19
104,"[0.6, 0.612]",0,00:24:47,00:21:20
104,"[0.552, 0.544]",0,00:24:48,00:21:21
105,"[0.544, 0.544]",0,00:24:49,00:21:22
106,"[0.536, 0.54]",0,00:24:50,00:21:23
106,"[0.54, 0.544]",0,00:24:51,00:21:24
107,[0.516],0,00:24:52,00:21:25
108,"[0.512, 0.512]",0,00:24:53,00:21:26
109,"[0.512, 0.52]",0,00:24:54,00:21:27
109,"[0.54, 0.556]",0,00:24:55,00:21:28
109,"[0.572, 0.568]",0,00:24:56,00:21:29
108,"[0.584, 0.564]",0,00:24:57,00:21:30
108,[0.56],0,00:24:58,00:21:31
108,"[0.56, 0.548]",0,00:24:59,00:21:32
109,"[0.54, 0.528]",0,00:25:00,00:21:33
109,"[0.524, 0.516]",0,00:25:01,00:21:34
110,"[0.512, 0.52]",0,00:25:02,00:21:35
110,"[0.532, 0.54]",0,00:25:03,00:21:36
111,"[0.544, 0.528]",0,00:25:04,00:21:37
111,"[0.536, 0.528]",0,00:25:05,00:21:38
112,"[0.516, 0.512]",0,00:25:06,00:21:39
112,"[0.512, 0.532]",0,00:25:07,00:21:41
112,[0.636],0,00:25:08,00:21:42
111,[0.724],0,00:25:09,00:21:43
111,"[0.704, 0.628]",0,00:25:10,00:21:44
109,"[0.608, 0.604]",0,00:25:11,00:21:45
108,[0.648],0,00:25:12,00:21:46
106,"[0.664, 0.62]",0,00:25:13,00:21:47
106,"[0.596, 0.572]",0,00:25:14,00:21:48
106,[0.564],0,00:25:15,00:21:49
106,"[0.588, 0.564]",0,00:25:16,00:21:50
106,"[0.556, 0.54]",0,00:25:17,00:21:50
107,"[0.528, 0.548]",0,00:25:18,00:21:51
106,[0.584],0,00:25:20,00:21:53
106,"[0.584, 0.552]",0,00:25:20,00:21:53
107,"[0.532, 0.528]",0,00:25:21,00:21:54
108,"[0.524, 0.536]",0,00:25:22,00:21:55
107,"[0.56, 0.58]",0,00:25:23,00:21:56
107,[0.56],0,00:25:24,00:21:57
108,"[0.556, 0.54]",0,00:25:25,00:21:58
107,"[0.56, 0.572]",0,00:25:26,00:21:59
107,"[0.572, 0.56]",0,00:25:27,00:22:00
108,"[0.552, 0.536]",0,00:25:28,00:22:01
108,[0.548],0,00:25:29,00:22:02
108,"[0.548, 0.548]",0,00:25:30,00:22:03
109,"[0.54, 0.54, 0.528]",0,00:25:31,00:22:04
109,[0.524],0,00:25:32,00:22:05
110,"[0.528, 0.54]",0,00:25:33,00:22:06
109,"[0.556, 0.564]",0,00:25:34,00:22:07
109,"[0.556, 0.536]",0,00:25:35,00:22:08
110,"[0.532, 0.52]",0,00:25:36,00:22:09
111,"[0.52, 0.508]",0,00:25:37,00:22:10
112,"[0.508, 0.496]",0,00:25:38,00:22:11
113,"[0.496, 0.492]",0,00:25:39,00:22:12
113,"[0.492, 0.532]",0,00:25:40,00:22:13
113,[0.564],0,00:25:41,00:22:14
112,"[0.556, 0.58]",0,00:25:42,00:22:15
111,"[0.62, 0.68]",0,00:25:43,00:22:16
109,[0.644],0,00:25:44,00:22:17
107,"[0.628, 0.636]",0,00:25:45,00:22:18
105,[0.684],0,00:25:46,00:22:19
103,"[0.66, 0.696]",0,00:25:47,00:22:20
101,[0.66],0,00:25:48,00:22:21
100,"[0.652, 0.636]",0,00:25:49,00:22:22
100,[0.632],0,00:25:50,00:22:23
100,"[0.6, 0.596]",0,00:25:51,00:22:24
100,"[0.564, 0.584]",0,00:25:52,00:22:25
100,[0.592],0,00:25:53,00:22:26
101,"[0.58, 0.584]",0,00:25:54,00:22:27
100,"[0.608, 0.628]",0,00:25:55,00:22:28
100,[0.616],0,00:25:56,00:22:29
100,"[0.584, 0.564]",0,00:25:57,00:22:31
102,"[0.544, 0.536]",0,00:25:58,00:22:32
103,"[0.54, 0.54]",0,00:25:59,00:22:33
104,"[0.54, 0.54]",0,00:26:00,00:22:34
105,"[0.536, 0.516]",0,00:26:01,00:22:35
106,"[0.512, 0.508]",0,00:26:02,00:22:36
108,"[0.496, 0.496]",0,00:26:03,00:22:37
109,"[0.492, 0.484]",0,00:26:04,00:22:38
111,"[0.48, 0.472]",0,00:26:05,00:22:39
114,"[0.464, 0.464]",0,00:26:06,00:22:40
116,"[0.46, 0.464]",0,00:26:07,00:22:40
117,"[0.472, 0.48]",0,00:26:08,00:22:41
117,"[0.492, 0.54]",0,00:26:09,00:22:42
117,"[0.624, 0.644]",0,00:26:10,00:22:43
116,[0.616],0,00:26:11,00:22:44
114,"[0.66, 0.648]",0,00:26:12,00:22:45
113,[0.596],0,00:26:13,00:22:46
112,"[0.56, 0.528]",0,00:26:14,00:22:47
112,"[0.516, 0.496]",0,00:26:15,00:22:48
113,"[0.492, 0.496]",0,00:26:16,00:22:49
114,"[0.492, 0.488]",0,00:26:17,00:22:50
115,"[0.48, 0.484]",0,00:26:18,00:22:51
116,"[0.488, 0.492]",0,00:26:19,00:22:52
117,"[0.492, 0.512]",0,00:26:20,00:22:53
116,"[0.568, 0.584]",0,00:26:21,00:22:54
115,"[0.56, 0.528]",0,00:26:22,00:22:55
115,"[0.504, 0.52]",0,00:26:23,00:22:56
114,[0.556],0,00:26:24,00:22:57
113,"[0.72, 0.748]",0,00:26:25,00:22:58
112,[0.704],0,00:26:26,00:22:59
111,"[0.616, 0.572]",0,00:26:27,00:23:00
110,"[0.536, 0.532]",0,00:26:28,00:23:01
111,"[0.524, 0.532]",0,00:26:29,00:23:02
110,"[0.548, 0.584]",0,00:26:30,00:23:03
109,[0.6],0,00:26:31,00:23:04
109,"[0.588, 0.556]",0,00:26:32,00:23:05
108,"[0.568, 0.584]",0,00:26:33,00:23:06
108,"[0.58, 0.564]",0,00:26:34,00:23:07
108,"[0.552, 0.536]",0,00:26:35,00:23:08
108,[0.532],0,00:26:36,00:23:09
108,"[0.54, 0.58]",0,00:26:37,00:23:10
108,"[0.576, 0.56]",0,00:26:38,00:23:11
108,"[0.548, 0.556]",0,00:26:39,00:23:12
107,[0.604],0,00:26:40,00:23:13
106,"[0.64, 0.712]",0,00:26:41,00:23:14
104,[0.656],0,00:26:42,00:23:15
103,"[0.616, 0.596]",0,00:26:43,00:23:16
103,[0.624],0,00:26:44,00:23:17
102,"[0.616, 0.592]",0,00:26:45,00:23:18
103,"[0.556, 0.544]",0,00:26:46,00:23:20
104,"[0.532, 0.532]",0,00:26:47,00:23:21
105,"[0.524, 0.536]",0,00:26:48,00:23:22
106,[0.552],0,00:26:49,00:23:23
106,"[0.664, 0.788]",0,00:26:50,00:23:24
105,[0.836],0,00:26:51,00:23:25
105,[0.9],0,00:26:52,00:23:26
104,[0.824],0,00:26:53,00:23:27
103,"[0.696, 0.632]",0,00:26:54,00:23:28
102,"[0.576, 0.548]",0,00:26:55,00:23:29
102,"[0.54, 0.528]",0,00:26:56,00:23:29
103,[0.512],0,00:26:57,00:23:30
106,"[0.5, 0.492, 0.492]",0,00:26:58,00:23:31
108,"[0.484, 0.48]",0,00:26:59,00:23:32
110,"[0.472, 0.472]",0,00:27:00,00:23:33
112,"[0.476, 0.488]",0,00:27:01,00:23:34
113,"[0.56, 0.704]",0,00:27:02,00:23:35
113,[0.708],0,00:27:03,00:23:36
114,"[0.62, 0.604]",0,00:27:04,00:23:37
113,[0.56],0,00:27:05,00:23:38
113,"[0.564, 0.548]",0,00:27:06,00:23:39
111,"[0.628, 0.668]",0,00:27:07,00:23:40
110,[0.784],0,00:27:08,00:23:41
109,"[0.652, 0.608]",0,00:27:09,00:23:42
108,[0.58],0,00:27:10,00:23:43
107,"[0.58, 0.624]",0,00:27:11,00:23:44
106,"[0.612, 0.588]",0,00:27:12,00:23:45
106,[0.568],0,00:27:13,00:23:46
105,"[0.556, 0.612]",0,00:27:14,00:23:47
105,"[0.596, 0.684]",0,00:27:15,00:23:48
103,[0.772],0,00:27:16,00:23:49
102,[0.748],0,00:27:17,00:23:50
101,"[0.704, 0.656]",0,00:27:18,00:23:51
100,[0.656],0,00:27:19,00:23:52
99,"[0.644, 0.664]",0,00:27:20,00:23:53
98,[0.636],0,00:27:21,00:23:54
97,"[0.652, 0.656]",0,00:27:22,00:23:55
97,[0.644],0,00:27:23,00:23:56
97,"[0.624, 0.572]",0,00:27:24,00:23:57
98,"[0.572, 0.568]",0,00:27:25,00:23:58
100,"[0.548, 0.54]",0,00:27:26,00:23:59
102,"[0.52, 0.512]",0,00:27:27,00:24:00
104,"[0.512, 0.508]",0,00:27:28,00:24:01
106,"[0.504, 0.496]",0,00:27:29,00:24:02
108,"[0.484, 0.488]",0,00:27:30,00:24:03
109,[0.532],0,00:27:31,00:24:04
109,"[0.752, 0.952]",0,00:27:32,00:24:05
109,[0.748],0,00:27:33,00:24:06
109,[0.784],0,00:27:34,00:24:07
109,"[0.748, 0.668]",0,00:27:35,00:24:08
108,[0.616],0,00:27:36,00:24:10
107,"[0.592, 0.572]",0,00:27:37,00:24:11
106,"[0.576, 0.572]",0,00:27:38,00:24:12
106,[0.616],0,00:27:39,00:24:13
104,"[0.768, 0.66]",0,00:27:40,00:24:14
103,[0.656],0,00:27:41,00:24:15
102,"[0.628, 0.616]",0,00:27:42,00:24:16
102,[0.58],0,00:27:43,00:24:17
103,"[0.556, 0.54]",0,00:27:44,00:24:18
105,"[0.528, 0.516]",0,00:27:45,00:24:19
106,"[0.5, 0.5]",0,00:27:46,00:24:19
108,"[0.508, 0.516]",0,00:27:47,00:24:20
109,"[0.508, 0.504]",0,00:27:48,00:24:21
110,"[0.496, 0.504]",0,00:27:49,00:24:22
111,"[0.504, 0.5]",0,00:27:50,00:24:23
113,"[0.496, 0.488]",0,00:27:51,00:24:24
114,"[0.492, 0.504]",0,00:27:52,00:24:25
113,"[0.548, 0.64]",0,00:27:53,00:24:26
112,[0.716],0,00:27:54,00:24:27
111,[0.724],0,00:27:55,00:24:28
110,"[0.644, 0.596, 0.636]",0,00:27:56,00:24:29
108,[0.656],0,00:27:57,00:24:30
106,"[0.66, 0.596]",0,00:27:58,00:24:31
106,[0.576],0,00:27:59,00:24:32
105,"[0.584, 0.58]",0,00:28:00,00:24:33
105,"[0.632, 0.672]",0,00:28:01,00:24:34
103,[0.66],0,00:28:02,00:24:35
102,"[0.616, 0.576]",0,00:28:03,00:24:36
102,"[0.56, 0.568]",0,00:28:04,00:24:37
102,[0.624],0,00:28:05,00:24:38
101,[0.72],0,00:28:06,00:24:39
99,"[0.688, 0.696]",0,00:28:07,00:24:40
98,[0.712],0,00:28:08,00:24:41
96,"[0.696, 0.696]",0,00:28:09,00:24:42
95,[0.724],0,00:28:10,00:24:43
94,"[0.688, 0.684]",0,00:28:11,00:24:44
93,[0.724],0,00:28:12,00:24:45
91,[0.768],0,00:28:13,00:24:46
90,"[0.736, 0.712]",0,00:28:14,00:24:47
90,[0.648],0,00:28:15,00:24:48
91,"[0.62, 0.584]",0,00:28:16,00:24:49
92,"[0.576, 0.588]",0,00:28:17,00:24:50
94,0,0,00:28:18,00:24:51
94,"[1.016, 0.844]",0,00:28:19,00:24:52
95,[0.776],0,00:28:20,00:24:53
95,[0.772],0,00:28:21,00:24:54
95,"[0.736, 0.644]",0,00:28:22,00:24:55
95,[0.608],0,00:28:23,00:24:56
95,"[0.588, 0.604]",0,00:28:24,00:24:57
95,"[0.676, 0.764]",0,00:28:25,00:24:58
94,[0.692],0,00:28:26,00:25:00
92,"[0.716, 0.64]",0,00:28:27,00:25:01
92,[0.588],0,00:28:28,00:25:02
93,"[0.56, 0.544]",0,00:28:29,00:25:03
94,"[0.544, 0.604]",0,00:28:30,00:25:04
94,[0.632],0,00:28:31,00:25:05
