hr,rr,stress,time,real_time
hr,rr,stress,time,real_time
98,"[0.68, 0.664]",0,00:10:11,00:06:45
97,"[0.64, 0.564]",0,00:10:12,00:06:46
98,[0.56],0,00:10:13,00:06:47
97,"[0.644, 0.684]",0,00:10:14,00:06:48
97,[0.668],0,00:10:15,00:06:49
97,"[0.624, 0.608]",0,00:10:16,00:06:50
97,[0.616],0,00:10:18,00:06:51
96,"[0.648, 0.692]",0,00:10:18,00:06:52
96,"[0.6, 0.636]",0,00:10:19,00:06:53
96,[0.728],0,00:10:20,00:06:54
95,[0.728],0,00:10:21,00:06:55
94,"[0.656, 0.596]",0,00:10:22,00:06:56
95,"[0.564, 0.576]",0,00:10:23,00:06:57
96,"[0.56, 0.544]",0,00:10:24,00:06:58
98,[0.572],0,00:10:25,00:06:59
98,"[0.6, 0.616]",0,00:10:26,00:06:59
99,"[0.592, 0.544]",0,00:10:27,00:07:00
100,"[0.544, 0.544]",0,00:10:28,00:07:01
101,"[0.58, 0.632]",0,00:10:29,00:07:02
101,[0.604],0,00:10:30,00:07:03
101,"[0.604, 0.636]",0,00:10:31,00:07:04
100,[0.668],0,00:10:32,00:07:05
98,"[0.692, 0.6]",0,00:10:33,00:07:06
97,"[0.588, 0.56]",0,00:10:34,00:07:07
97,[0.632],0,00:10:35,00:07:08
97,"[0.648, 0.628]",0,00:10:36,00:07:09
97,[0.56],0,00:10:37,00:07:10
98,"[0.548, 0.552]",0,00:10:38,00:07:11
99,"[0.628, 0.676]",0,00:10:39,00:07:12
99,[0.704],0,00:10:40,00:07:13
99,"[0.608, 0.584]",0,00:10:41,00:07:14
99,"[0.564, 0.58]",0,00:10:42,00:07:15
100,[0.588],0,00:10:43,00:07:16
101,"[0.556, 0.548]",0,00:10:44,00:07:17
103,"[0.524, 0.52]",0,00:10:45,00:07:18
104,"[0.532, 0.544]",0,00:10:46,00:07:19
105,"[0.528, 0.532]",0,00:10:47,00:07:20
105,[0.564],0,00:10:48,00:07:21
104,"[0.588, 0.62]",0,00:10:49,00:07:22
105,"[0.552, 0.548]",0,00:10:50,00:07:23
105,"[0.532, 0.576]",0,00:10:51,00:07:24
105,[0.612],0,00:10:52,00:07:25
105,"[0.592, 0.548]",0,00:10:53,00:07:26
106,"[0.544, 0.564]",0,00:10:55,00:07:28
105,[0.608],0,00:10:55,00:07:28
103,"[0.652, 0.688]",0,00:10:56,00:07:29
102,"[0.704, 0.672]",0,00:10:57,00:07:30
101,[0.612],0,00:10:58,00:07:31
101,"[0.588, 0.552]",0,00:10:59,00:07:32
102,"[0.564, 0.572]",0,00:11:00,00:07:34
102,[0.64],0,00:11:01,00:07:35
101,"[0.624, 0.608]",0,00:11:02,00:07:36
102,"[0.572, 0.548]",0,00:11:03,00:07:37
103,"[0.532, 0.512]",0,00:11:04,00:07:38
105,"[0.512, 0.528]",0,00:11:05,00:07:39
106,"[0.508, 0.528]",0,00:11:06,00:07:40
107,[0.596],0,00:11:07,00:07:41
107,[0.76],0,00:11:08,00:07:42
107,"[0.736, 0.72]",0,00:11:09,00:07:43
106,[0.7],0,00:11:10,00:07:44
104,"[0.72, 0.696]",0,00:11:11,00:07:45
102,[0.648],0,00:11:12,00:07:46
101,"[0.656, 0.628]",0,00:11:13,00:07:47
100,[0.616],0,00:11:14,00:07:48
100,"[0.596, 0.6]",0,00:11:15,00:07:49
100,"[0.624, 0.632]",0,00:11:16,00:07:49
100,[0.608],0,00:11:17,00:07:50
99,"[0.64, 0.62]",0,00:11:18,00:07:51
98,[0.684],0,00:11:19,00:07:52
97,"[0.684, 0.648]",0,00:11:20,00:07:53
97,[0.616],0,00:11:21,00:07:54
97,"[0.624, 0.628]",0,00:11:23,00:07:56
97,[0.632],0,00:11:23,00:07:56
97,"[0.608, 0.628]",0,00:11:24,00:07:57
97,"[0.616, 0.632]",0,00:11:25,00:07:58
96,"[0.64, 0.636]",0,00:11:26,00:07:59
96,[0.624],0,00:11:27,00:08:00
96,"[0.616, 0.596]",0,00:11:28,00:08:01
97,[0.608],0,00:11:29,00:08:02
96,"[0.628, 0.712]",0,00:11:30,00:08:03
96,[0.692],0,00:11:31,00:08:04
94,"[0.712, 0.684]",0,00:11:32,00:08:05
94,[0.652],0,00:11:33,00:08:06
94,"[0.596, 0.56]",0,00:11:34,00:08:07
95,"[0.544, 0.536]",0,00:11:35,00:08:08
96,"[0.564, 0.596]",0,00:11:36,00:08:09
97,[0.596],0,00:11:37,00:08:10
98,"[0.544, 0.556]",0,00:11:38,00:08:11
100,"[0.544, 0.532]",0,00:11:39,00:08:12
101,"[0.528, 0.552]",0,00:11:40,00:08:13
102,"[0.592, 0.556]",0,00:11:41,00:08:14
103,[0.556],0,00:11:42,00:08:15
103,"[0.552, 0.568]",0,00:11:43,00:08:16
103,"[0.568, 0.572]",0,00:11:44,00:08:17
104,"[0.544, 0.528]",0,00:11:45,00:08:18
106,"[0.512, 0.5]",0,00:11:46,00:08:19
108,"[0.496, 0.488]",0,00:11:47,00:08:20
110,"[0.488, 0.492]",0,00:11:48,00:08:21
111,"[0.492, 0.488]",0,00:11:49,00:08:22
113,"[0.48, 0.48]",0,00:11:50,00:08:24
115,"[0.464, 0.468]",0,00:11:51,00:08:25
116,"[0.464, 0.472]",0,00:11:52,00:08:26
117,"[0.492, 0.528]",0,00:11:53,00:08:27
116,"[0.528, 0.552]",0,00:11:55,00:08:28
115,"[0.584, 0.616]",0,00:11:55,00:08:29
114,"[0.548, 0.556]",0,00:11:56,00:08:30
113,[0.576],0,00:11:58,00:08:31
111,"[0.664, 0.616]",0,00:11:58,00:08:32
110,"[0.58, 0.564]",0,00:11:59,00:08:33
109,[0.576],0,00:12:01,00:08:34
109,"[0.568, 0.528]",0,00:12:01,00:08:35
110,"[0.52, 0.508]",0,00:12:02,00:08:36
112,"[0.496, 0.492]",0,00:12:03,00:08:37
112,"[0.504, 0.524]",0,00:12:04,00:08:38
113,"[0.52, 0.496]",0,00:12:05,00:08:38
114,"[0.5, 0.496]",0,00:12:06,00:08:39
114,"[0.516, 0.516]",0,00:12:07,00:08:40
114,"[0.512, 0.512]",0,00:12:08,00:08:41
114,"[0.528, 0.564]",0,00:12:09,00:08:42
112,[0.588],0,00:12:10,00:08:43
112,"[0.556, 0.56]",0,00:12:11,00:08:44
111,"[0.564, 0.572]",0,00:12:12,00:08:45
110,[0.676],0,00:12:13,00:08:46
108,"[0.716, 0.692]",0,00:12:14,00:08:47
107,[0.584],0,00:12:15,00:08:48
107,"[0.568, 0.576]",0,00:12:16,00:08:49
107,"[0.576, 0.548]",0,00:12:17,00:08:50
107,"[0.544, 0.532]",0,00:12:19,00:08:52
108,"[0.544, 0.56]",0,00:12:19,00:08:52
107,[0.568],0,00:12:20,00:08:53
107,"[0.576, 0.568]",0,00:12:21,00:08:54
108,"[0.544, 0.54]",0,00:12:23,00:08:56
107,"[0.568, 0.612]",0,00:12:23,00:08:56
106,"[0.608, 0.572]",0,00:12:24,00:08:57
106,"[0.544, 0.532]",0,00:12:25,00:08:58
107,[0.536],0,00:12:26,00:08:59
107,"[0.576, 0.568]",0,00:12:27,00:09:00
106,"[0.572, 0.568]",0,00:12:28,00:09:01
106,"[0.576, 0.588]",0,00:12:30,00:09:03
105,[0.62],0,00:12:30,00:09:03
105,"[0.604, 0.616]",0,00:12:31,00:09:04
104,[0.588],0,00:12:32,00:09:05
103,"[0.64, 0.612]",0,00:12:33,00:09:06
103,"[0.604, 0.576]",0,00:12:34,00:09:07
103,[0.584],0,00:12:36,00:09:09
102,"[0.58, 0.628]",0,00:12:36,00:09:09
101,[0.684],0,00:12:37,00:09:11
100,"[0.66, 0.608]",0,00:12:38,00:09:11
100,"[0.616, 0.604]",0,00:12:39,00:09:12
100,[0.62],0,00:12:40,00:09:14
100,"[0.596, 0.616]",0,00:12:41,00:09:15
99,"[0.62, 0.624]",0,00:12:43,00:09:16
99,[0.592],0,00:12:43,00:09:17
99,"[0.596, 0.608]",0,00:12:44,00:09:18
98,[0.652],0,00:12:45,00:09:19
98,"[0.624, 0.616]",0,00:12:46,00:09:20
98,"[0.608, 0.616]",0,00:12:47,00:09:21
98,[0.604],0,00:12:48,00:09:22
98,"[0.608, 0.64]",0,00:12:49,00:09:23
97,[0.664],0,00:12:50,00:09:24
96,"[0.684, 0.66]",0,00:12:51,00:09:25
96,[0.64],0,00:12:52,00:09:26
96,"[0.636, 0.636]",0,00:12:53,00:09:27
96,"[0.608, 0.588]",0,00:12:54,00:09:28
97,"[0.572, 0.58]",0,00:12:55,00:09:28
98,[0.596],0,00:12:56,00:09:29
98,"[0.612, 0.608]",0,00:12:57,00:09:30
98,"[0.58, 0.584]",0,00:12:58,00:09:31
99,[0.6],0,00:12:59,00:09:32
98,"[0.648, 0.66]",0,00:13:00,00:09:33
97,"[0.616, 0.572]",0,00:13:01,00:09:34
98,[0.544],0,00:13:02,00:09:35
100,"[0.528, 0.516]",0,00:13:03,00:09:36
101,"[0.52, 0.56]",0,00:13:05,00:09:38
102,"[0.584, 0.58]",0,00:13:05,00:09:38
102,"[0.544, 0.54]",0,00:13:06,00:09:39
103,[0.536],0,00:13:07,00:09:40
103,"[0.604, 0.636]",0,00:13:08,00:09:41
102,"[0.612, 0.62]",0,00:13:09,00:09:42
101,[0.636],0,00:13:11,00:09:44
101,"[0.624, 0.596]",0,00:13:11,00:09:44
101,[0.572],0,00:13:12,00:09:45
102,"[0.564, 0.572]",0,00:13:14,00:09:47
102,"[0.592, 0.584]",0,00:13:14,00:09:47
102,"[0.572, 0.552]",0,00:13:15,00:09:48
103,"[0.544, 0.54]",0,00:13:16,00:09:49
104,[0.532],0,00:13:17,00:09:50
106,"[0.516, 0.512]",0,00:13:18,00:09:51
108,"[0.504, 0.504]",0,00:13:19,00:09:52
108,"[0.544, 0.628]",0,00:13:20,00:09:53
107,[0.672],0,00:13:21,00:09:54
107,"[0.664, 0.668]",0,00:13:22,00:09:55
104,"[0.696, 0.68]",0,00:13:23,00:09:56
103,[0.632],0,00:13:24,00:09:57
102,"[0.62, 0.596]",0,00:13:25,00:09:58
102,[0.612],0,00:13:26,00:09:59
102,"[0.6, 0.576]",0,00:13:27,00:10:00
103,"[0.56, 0.54]",0,00:13:28,00:10:01
104,"[0.528, 0.532]",0,00:13:29,00:10:03
105,[0.572],0,00:13:30,00:10:04
104,"[0.704, 0.772]",0,00:13:31,00:10:05
104,[0.74],0,00:13:32,00:10:06
103,"[0.684, 0.632]",0,00:13:33,00:10:07
102,[0.64],0,00:13:34,00:10:08
101,"[0.64, 0.632]",0,00:13:35,00:10:09
100,[0.612],0,00:13:36,00:10:10
101,"[0.588, 0.56]",0,00:13:37,00:10:11
102,"[0.544, 0.552]",0,00:13:38,00:10:12
103,"[0.548, 0.544]",0,00:13:39,00:10:13
104,"[0.536, 0.648]",0,00:13:40,00:10:14
104,[0.64],0,00:13:41,00:10:15
104,"[0.628, 0.596]",0,00:13:42,00:10:16
103,[0.608],0,00:13:43,00:10:17
103,"[0.624, 0.612]",0,00:13:44,00:10:17
103,"[0.596, 0.568]",0,00:13:45,00:10:18
103,[0.552],0,00:13:46,00:10:19
104,"[0.544, 0.556]",0,00:13:47,00:10:20
103,"[0.596, 0.644]",0,00:13:48,00:10:21
102,[0.708],0,00:13:49,00:10:22
101,"[0.668, 0.612]",0,00:13:50,00:10:23
101,"[0.584, 0.588]",0,00:13:51,00:10:24
101,"[0.592, 0.628]",0,00:13:52,00:10:25
101,[0.612],0,00:13:53,00:10:26
100,"[0.608, 0.568]",0,00:13:54,00:10:27
101,"[0.548, 0.528]",0,00:13:55,00:10:28
103,"[0.52, 0.516]",0,00:13:56,00:10:29
104,[0.528],0,00:13:57,00:10:30
105,"[0.632, 0.624]",0,00:13:58,00:10:31
105,[0.672],0,00:13:59,00:10:32
105,"[0.688, 0.672]",0,00:14:00,00:10:33
103,[0.628],0,00:14:01,00:10:34
103,"[0.596, 0.584]",0,00:14:02,00:10:35
103,"[0.604, 0.58]",0,00:14:03,00:10:36
103,"[0.568, 0.552]",0,00:14:04,00:10:37
104,[0.56],0,00:14:05,00:10:38
103,"[0.576, 0.644]",0,00:14:06,00:10:39
103,[0.636],0,00:14:07,00:10:40
101,"[0.668, 0.652]",0,00:14:08,00:10:41
100,[0.696],0,00:14:09,00:10:42
99,"[0.64, 0.62]",0,00:14:10,00:10:43
100,"[0.58, 0.564]",0,00:14:11,00:10:44
100,"[0.556, 0.564]",0,00:14:12,00:10:45
101,[0.572],0,00:14:13,00:10:46
101,"[0.584, 0.572]",0,00:14:14,00:10:47
102,"[0.568, 0.54]",0,00:14:15,00:10:48
103,"[0.528, 0.54]",0,00:14:16,00:10:49
104,[0.56],0,00:14:17,00:10:50
104,"[0.568, 0.568]",0,00:14:18,00:10:51
105,"[0.54, 0.536]",0,00:14:19,00:10:53
105,"[0.532, 0.564]",0,00:14:20,00:10:54
105,"[0.596, 0.596]",0,00:14:22,00:10:55
104,"[0.612, 0.62]",0,00:14:22,00:10:56
104,[0.6],0,00:14:23,00:10:57
104,"[0.552, 0.54]",0,00:14:24,00:10:58
105,"[0.548, 0.564]",0,00:14:25,00:10:59
105,"[0.556, 0.556]",0,00:14:27,00:11:00
106,[0.552],0,00:14:27,00:11:01
105,"[0.568, 0.584]",0,00:14:28,00:11:02
105,"[0.608, 0.596]",0,00:14:29,00:11:03
104,[0.616],0,00:14:31,00:11:04
104,"[0.596, 0.584]",0,00:14:31,00:11:05
104,"[0.56, 0.564]",0,00:14:33,00:11:06
104,"[0.556, 0.56]",0,00:14:33,00:11:07
105,[0.564],0,00:14:34,00:11:07
105,"[0.56, 0.552]",0,00:14:35,00:11:08
105,"[0.548, 0.56]",0,00:14:36,00:11:09
105,"[0.592, 0.64]",0,00:14:37,00:11:10
104,[0.656],0,00:14:38,00:11:11
103,"[0.604, 0.58]",0,00:14:39,00:11:12
104,"[0.568, 0.564]",0,00:14:40,00:11:13
104,[0.584],0,00:14:41,00:11:14
103,"[0.592, 0.584]",0,00:14:42,00:11:15
104,"[0.552, 0.552]",0,00:14:44,00:11:17
105,"[0.54, 0.544]",0,00:14:44,00:11:17
105,[0.588],0,00:14:45,00:11:18
105,"[0.56, 0.54]",0,00:14:46,00:11:19
106,"[0.544, 0.544]",0,00:14:47,00:11:20
106,"[0.536, 0.544]",0,00:14:48,00:11:21
107,"[0.536, 0.524]",0,00:14:49,00:11:22
108,"[0.524, 0.508]",0,00:14:50,00:11:23
110,"[0.496, 0.496]",0,00:14:51,00:11:24
112,"[0.48, 0.48]",0,00:14:52,00:11:25
114,"[0.476, 0.464]",0,00:14:53,00:11:26
115,"[0.468, 0.468]",0,00:14:54,00:11:27
117,"[0.46, 0.456, 0.468]",0,00:14:55,00:11:28
119,"[0.46, 0.472]",0,00:14:56,00:11:29
120,"[0.484, 0.512]",0,00:14:57,00:11:30
119,[0.552],0,00:14:58,00:11:31
118,"[0.584, 0.592]",0,00:14:59,00:11:32
116,"[0.588, 0.568]",0,00:15:00,00:11:33
115,"[0.552, 0.52]",0,00:15:01,00:11:34
115,"[0.512, 0.496]",0,00:15:02,00:11:35
116,"[0.492, 0.5]",0,00:15:03,00:11:36
116,[0.544],0,00:15:04,00:11:37
115,"[0.608, 0.604]",0,00:15:05,00:11:38
113,"[0.6, 0.576]",0,00:15:06,00:11:39
113,"[0.548, 0.536]",0,00:15:07,00:11:40
112,[0.536],0,00:15:08,00:11:41
112,"[0.544, 0.548]",0,00:15:09,00:11:43
112,"[0.556, 0.54]",0,00:15:10,00:11:44
112,"[0.524, 0.52]",0,00:15:11,00:11:45
113,"[0.508, 0.516]",0,00:15:12,00:11:46
113,"[0.516, 0.512]",0,00:15:13,00:11:47
114,"[0.512, 0.5]",0,00:15:14,00:11:48
115,"[0.488, 0.484]",0,00:15:15,00:11:49
115,"[0.492, 0.52]",0,00:15:16,00:11:50
115,"[0.54, 0.552]",0,00:15:17,00:11:51
114,"[0.548, 0.564]",0,00:15:18,00:11:52
113,"[0.564, 0.572]",0,00:15:19,00:11:53
112,[0.6],0,00:15:20,00:11:54
110,"[0.616, 0.588]",0,00:15:21,00:11:55
109,"[0.564, 0.552]",0,00:15:22,00:11:56
109,[0.572],0,00:15:23,00:11:56
108,"[0.608, 0.6]",0,00:15:24,00:11:57
107,"[0.6, 0.612]",0,00:15:25,00:11:58
106,[0.62],0,00:15:26,00:11:59
105,"[0.624, 0.6]",0,00:15:27,00:12:00
104,"[0.604, 0.6]",0,00:15:28,00:12:01
104,[0.592],0,00:15:29,00:12:02
103,"[0.604, 0.624]",0,00:15:30,00:12:03
102,[0.716],0,00:15:31,00:12:04
100,"[0.696, 0.632]",0,00:15:32,00:12:05
100,[0.604],0,00:15:33,00:12:06
100,"[0.588, 0.604]",0,00:15:34,00:12:07
99,"[0.652, 0.616]",0,00:15:35,00:12:08
99,[0.584],0,00:15:36,00:12:09
100,"[0.568, 0.576]",0,00:15:37,00:12:10
100,"[0.62, 0.636]",0,00:15:38,00:12:11
100,[0.612],0,00:15:39,00:12:12
100,"[0.592, 0.556]",0,00:15:40,00:12:13
101,"[0.544, 0.536]",0,00:15:41,00:12:14
102,[0.584],0,00:15:42,00:12:15
102,"[0.596, 0.612]",0,00:15:43,00:12:16
101,"[0.628, 0.688]",0,00:15:44,00:12:17
100,[0.684],0,00:15:45,00:12:18
99,"[0.64, 0.636]",0,00:15:46,00:12:19
98,[0.632],0,00:15:47,00:12:20
98,"[0.652, 0.636]",0,00:15:48,00:12:21
97,"[0.636, 0.688]",0,00:15:49,00:12:22
97,[0.644],0,00:15:50,00:12:23
96,"[0.652, 0.636]",0,00:15:51,00:12:24
95,[0.688],0,00:15:52,00:12:25
95,"[0.668, 0.712]",0,00:15:53,00:12:26
93,[0.704],0,00:15:54,00:12:27
92,[0.772],0,00:15:55,00:12:28
91,"[0.7, 0.668]",0,00:15:56,00:12:29
91,[0.668],0,00:15:57,00:12:30
91,"[0.652, 0.664]",0,00:15:58,00:12:31
91,[0.624],0,00:15:59,00:12:33
92,"[0.636, 0.62]",0,00:16:00,00:12:34
92,[0.648],0,00:16:01,00:12:35
92,"[0.648, 0.628]",0,00:16:02,00:12:36
93,"[0.664, 0.628]",0,00:16:03,00:12:37
93,[0.628],0,00:16:04,00:12:38
93,"[0.652, 0.672]",0,00:16:05,00:12:39
93,[0.672],0,00:16:06,00:12:40
92,[0.684],0,00:16:07,00:12:41
91,"[0.712, 0.684]",0,00:16:08,00:12:42
91,[0.664],0,00:16:09,00:12:43
91,"[0.648, 0.648]",0,00:16:10,00:12:44
91,[0.668],0,00:16:11,00:12:45
91,"[0.668, 0.648]",0,00:16:12,00:12:45
91,[0.664],0,00:16:13,00:12:46
91,"[0.676, 0.668]",0,00:16:14,00:12:47
91,[0.656],0,00:16:15,00:12:48
91,"[0.64, 0.636]",0,00:16:16,00:12:49
91,"[0.66, 0.644]",0,00:16:17,00:12:50
92,"[0.608, 0.592]",0,00:16:18,00:12:51
93,[0.584],0,00:16:19,00:12:52
94,"[0.604, 0.624]",0,00:16:20,00:12:53
94,[0.632],0,00:16:21,00:12:54
94,"[0.64, 0.66]",0,00:16:22,00:12:55
93,[0.696],0,00:16:23,00:12:56
93,"[0.656, 0.672]",0,00:16:24,00:12:57
93,[0.66],0,00:16:25,00:12:58
93,"[0.668, 0.628]",0,00:16:26,00:12:59
93,[0.616],0,00:16:27,00:13:00
93,"[0.644, 0.788]",0,00:16:28,00:13:01
93,[0.704],0,00:16:29,00:13:02
92,"[0.648, 0.62]",0,00:16:30,00:13:03
93,[0.604],0,00:16:31,00:13:04
93,"[0.628, 0.624]",0,00:16:32,00:13:05
93,"[0.616, 0.6]",0,00:16:33,00:13:06
94,[0.596],0,00:16:34,00:13:07
95,"[0.6, 0.584]",0,00:16:35,00:13:08
96,"[0.568, 0.552]",0,00:16:36,00:13:09
98,"[0.568, 0.608]",0,00:16:37,00:13:10
98,[0.616],0,00:16:39,00:13:12
98,"[0.588, 0.56]",0,00:16:39,00:13:12
99,"[0.552, 0.556]",0,00:16:40,00:13:13
100,[0.572],0,00:16:41,00:13:14
100,"[0.58, 0.6]",0,00:16:42,00:13:15
100,"[0.596, 0.588]",0,00:16:43,00:13:16
100,[0.724],0,00:16:44,00:13:17
100,[0.768],0,00:16:45,00:13:18
99,"[0.748, 0.664]",0,00:16:46,00:13:19
98,"[0.656, 0.62]",0,00:16:47,00:13:20
98,[0.636],0,00:16:48,00:13:21
98,"[0.612, 0.62]",0,00:16:49,00:13:23
97,[0.66],0,00:16:50,00:13:24
96,"[0.692, 0.68]",0,00:16:51,00:13:25
95,[0.76],0,00:16:52,00:13:26
94,"[0.712, 0.728]",0,00:16:53,00:13:27
92,[0.768],0,00:16:54,00:13:28
90,[0.776],0,00:16:55,00:13:29
90,"[0.712, 0.7]",0,00:16:56,00:13:30
89,[0.696],0,00:16:57,00:13:31
89,"[0.692, 0.652]",0,00:16:58,00:13:32
89,[0.672],0,00:16:59,00:13:33
89,[0.696],0,00:17:00,00:13:34
88,"[0.744, 0.676]",0,00:17:01,00:13:35
87,[0.76],0,00:17:02,00:13:35
87,"[0.704, 0.704]",0,00:17:03,00:13:36
86,[0.716],0,00:17:04,00:13:37
86,[0.716],0,00:17:05,00:13:38
86,"[0.692, 0.664]",0,00:17:06,00:13:39
87,[0.652],0,00:17:07,00:13:40
87,"[0.672, 0.676]",0,00:17:08,00:13:41
87,[0.712],0,00:17:09,00:13:42
87,"[0.712, 0.668]",0,00:17:10,00:13:43
87,[0.664],0,00:17:11,00:13:44
88,"[0.66, 0.656]",0,00:17:12,00:13:45
88,[0.636],0,00:17:13,00:13:46
89,"[0.652, 0.596]",0,00:17:14,00:13:47
90,"[0.632, 0.656]",0,00:17:15,00:13:48
90,[0.7],0,00:17:17,00:13:50
89,"[0.692, 0.66]",0,00:17:17,00:13:50
90,[0.648],0,00:17:18,00:13:51
90,"[0.636, 0.676]",0,00:17:19,00:13:52
90,[0.688],0,00:17:20,00:13:53
90,"[0.66, 0.644]",0,00:17:21,00:13:54
90,[0.688],0,00:17:22,00:13:55
89,[0.744],0,00:17:23,00:13:56
89,"[0.692, 0.672]",0,00:17:24,00:13:57
89,[0.648],0,00:17:25,00:13:58
90,"[0.64, 0.652]",0,00:17:26,00:13:59
90,"[0.644, 0.62]",0,00:17:27,00:14:00
90,[0.668],0,00:17:28,00:14:01
90,[0.752],0,00:17:29,00:14:02
89,"[0.704, 0.692]",0,00:17:30,00:14:03
89,[0.688],0,00:17:31,00:14:04
89,"[0.704, 0.644]",0,00:17:32,00:14:05
89,[0.64],0,00:17:33,00:14:06
91,"[0.6, 0.58]",0,00:17:34,00:14:07
92,[0.608],0,00:17:35,00:14:08
92,[0.92],0,00:17:36,00:14:09
93,"[0.804, 0.676]",0,00:17:37,00:14:10
93,"[0.636, 0.616]",0,00:17:38,00:14:12
93,[0.628],0,00:17:39,00:14:13
93,"[0.636, 0.62]",0,00:17:40,00:14:14
93,[0.664],0,00:17:41,00:14:15
93,[0.772],0,00:17:42,00:14:16
92,"[0.76, 0.68]",0,00:17:43,00:14:17
91,"[0.652, 0.648]",0,00:17:44,00:14:18
92,[0.72],0,00:17:45,00:14:19
91,"[0.644, 0.648]",0,00:17:46,00:14:20
92,[0.628],0,00:17:47,00:14:21
92,"[0.652, 0.652]",0,00:17:48,00:14:22
92,[0.628],0,00:17:49,00:14:23
92,"[0.64, 0.664]",0,00:17:50,00:14:24
92,[0.7],0,00:17:51,00:14:24
92,"[0.656, 0.672]",0,00:17:52,00:14:25
91,[0.664],0,00:17:53,00:14:26
91,"[0.664, 0.624]",0,00:17:54,00:14:27
92,[0.636],0,00:17:55,00:14:28
92,"[0.62, 0.644]",0,00:17:56,00:14:29
92,"[0.636, 0.612]",0,00:17:57,00:14:30
93,[0.628],0,00:17:58,00:14:31
93,"[0.652, 0.66]",0,00:17:59,00:14:32
93,[0.652],0,00:18:00,00:14:33
93,"[0.676, 0.676]",0,00:18:01,00:14:34
92,[0.668],0,00:18:02,00:14:35
92,"[0.652, 0.652]",0,00:18:03,00:14:36
92,[0.64],0,00:18:04,00:14:37
93,"[0.612, 0.592]",0,00:18:05,00:14:38
94,"[0.576, 0.604]",0,00:18:06,00:14:39
94,[0.68],0,00:18:07,00:14:40
94,[0.716],0,00:18:08,00:14:41
94,"[0.692, 0.652]",0,00:18:09,00:14:42
93,[0.66],0,00:18:10,00:14:43
93,"[0.696, 0.668]",0,00:18:11,00:14:44
92,[0.648],0,00:18:12,00:14:45
92,"[0.652, 0.644]",0,00:18:13,00:14:46
92,"[0.652, 0.64]",0,00:18:14,00:14:47
93,[0.652],0,00:18:15,00:14:48
92,"[0.656, 0.688]",0,00:18:16,00:14:49
92,[0.672],0,00:18:17,00:14:50
92,"[0.664, 0.66]",0,00:18:18,00:14:51
92,[0.668],0,00:18:19,00:14:52
91,"[0.656, 0.644]",0,00:18:20,00:14:53
92,[0.648],0,00:18:21,00:14:54
92,"[0.648, 0.664]",0,00:18:22,00:14:55
92,[0.632],0,00:18:23,00:14:56
92,"[0.636, 0.652]",0,00:18:24,00:14:57
92,[0.68],0,00:18:25,00:14:58
92,"[0.656, 0.66]",0,00:18:26,00:14:59
92,[0.664],0,00:18:27,00:15:00
92,"[0.68, 0.632]",0,00:18:28,00:15:02
92,"[0.648, 0.62]",0,00:18:29,00:15:03
92,[0.664],0,00:18:30,00:15:04
92,[0.732],0,00:18:31,00:15:05
90,"[0.728, 0.688]",0,00:18:32,00:15:06
90,[0.74],0,00:18:33,00:15:07
89,[0.752],0,00:18:34,00:15:08
87,"[0.78, 0.692]",0,00:18:35,00:15:09
87,[0.756],0,00:18:36,00:15:10
86,[0.74],0,00:18:37,00:15:11
85,"[0.776, 0.676]",0,00:18:38,00:15:12
85,[0.708],0,00:18:39,00:15:13
85,"[0.704, 0.732]",0,00:18:40,00:15:14
85,[0.68],0,00:18:41,00:15:14
86,"[0.652, 0.628]",0,00:18:42,00:15:15
87,"[0.632, 0.628]",0,00:18:43,00:15:16
88,[0.708],0,00:18:44,00:15:17
87,[0.82],0,00:18:45,00:15:18
87,"[0.72, 0.748]",0,00:18:46,00:15:19
86,[0.704],0,00:18:47,00:15:20
86,[0.712],0,00:18:48,00:15:21
86,"[0.688, 0.7]",0,00:18:49,00:15:22
86,[0.716],0,00:18:50,00:15:23
85,[0.768],0,00:18:51,00:15:24
84,[0.82],0,00:18:52,00:15:25
82,[0.968],0,00:18:53,00:15:26
80,"[0.904, 0.852]",0,00:18:54,00:15:27
79,[0.888],0,00:18:55,00:15:28
78,[0.812],0,00:18:56,00:15:29
78,"[0.672, 0.644]",0,00:18:57,00:15:30
78,[0.708],0,00:18:58,00:15:31
79,[1.08],0,00:18:59,00:15:32
79,[0.864],0,00:19:00,00:15:33
79,[0.764],0,00:19:01,00:15:34
79,"[0.688, 0.776]",0,00:19:02,00:15:35
79,[0.824],0,00:19:03,00:15:36
78,[0.736],0,00:19:04,00:15:37
79,"[0.696, 0.772]",0,00:19:05,00:15:38
79,[0.808],0,00:19:06,00:15:39
78,[0.848],0,00:19:07,00:15:40
78,[0.736],0,00:19:08,00:15:41
76,[0.884],0,00:19:09,00:15:42
75,[1.092],0,00:19:10,00:15:43
74,[0.924],0,00:19:11,00:15:44
73,"[0.936, 0.836]",0,00:19:12,00:15:45
72,[0.812],0,00:19:13,00:15:46
72,[0.904],0,00:19:14,00:15:47
72,[0.804],0,00:19:15,00:15:48
72,"[0.804, 0.776]",0,00:19:16,00:15:49
73,[0.752],0,00:19:17,00:15:50
74,[0.74],0,00:19:18,00:15:52
74,[0.852],0,00:19:19,00:15:53
73,[1.076],0,00:19:20,00:15:54
73,[0.908],0,00:19:21,00:15:55
